file,price_price,price_price_ls,price_weight,price_weight_ls,price_size,price_elems,price_elems_ls,price_time,price_time_ls,weight_price,weight_price_ls,weight_weight,weight_weight_ls,weight_size,weight_elems,weight_elems_ls,weight_time,weight_time_ls,side_linear_price,side_linear_price_ls,side_linear_weight,side_linear_weight_ls,side_linear_size,side_linear_elems,side_linear_elems_ls,side_linear_time,side_linear_time_ls,side_quad_price,side_quad_price_ls,side_quad_weight,side_quad_weight_ls,side_quad_size,side_quad_elems,side_quad_elems_ls,side_quad_time,side_quad_time_ls,combined_linear_price,combined_linear_price_ls,combined_linear_weight,combined_linear_weight_ls,combined_linear_size,combined_linear_elems,combined_linear_elems_ls,combined_linear_time,combined_linear_time_ls,combined_quad_price,combined_quad_price_ls,combined_quad_weight,combined_quad_weight_ls,combined_quad_size,combined_quad_elems,combined_quad_elems_ls,combined_quad_time,combined_quad_time_ls
uniform_0.dat,3254,3254,0.2597,0.2597,0.9764,57,192,382.813,7.429,2841,4957,0.1624,0.5116,0.9708,9,189,415.378,7.345,4707,4707,0.3799,0.3799,0.8464,19,302,2319.378,13.332,4688,4688,0.3901,0.3901,0.8038,16,311,2784.861,14.431,3431,5203,0.2192,0.5264,0.9282,11,233,969.025,10.687,3996,5341,0.2814,0.5201,0.8516,12,275,2101.956,13.348
uniform_21.dat,3044,3044,0.2143,0.2143,0.9758,46,174,353.173,6.194,2613,4455,0.1405,0.4256,0.9862,22,168,291.605,6.27,4463,4463,0.3509,0.3509,0.8872,28,293,2046.723,14.032,4373,4373,0.3646,0.3646,0.8404,27,301,2593.071,15.561,3361,4709,0.2105,0.4877,0.9214,25,225,823.332,11.218,3872,4907,0.2783,0.4598,0.8805,26,271,1771.399,14.899
uniform_35.dat,2991,2991,0.2128,0.2128,0.9621,36,161,384.289,4.774,2743,4650,0.1463,0.5136,0.9547,10,173,416.3,7.303,4533,4533,0.3801,0.3801,0.9002,17,300,2279.446,14.351,4471,4498,0.4048,0.4022,0.8703,13,318,2661.875,17.064,2952,4762,0.1843,0.5305,0.912,9,198,764.382,9.82,3854,5331,0.2889,0.5673,0.9137,9,273,1863.32,13.744
uniform_34.dat,3338,3338,0.2607,0.2607,0.9838,44,193,357.293,6.364,3006,5112,0.1971,0.548,0.9606,15,202,481.435,8.854,4695,4695,0.404,0.404,0.8744,24,311,2206.563,14.896,4595,4595,0.4115,0.4115,0.8277,24,315,2730.077,15.907,3612,5689,0.2629,0.5984,0.9372,19,245,1019.544,11.007,4079,5394,0.3353,0.5285,0.8855,19,296,2003.118,15.128
uniform_20.dat,3188,3188,0.2303,0.2303,0.9728,40,182,365.465,6.156,2536,4487,0.1401,0.4402,0.9737,17,167,336.647,6.298,4360,4360,0.3661,0.3661,0.8716,23,289,2054.352,13.713,4321,4321,0.3887,0.3887,0.848,21,304,2494.693,15.979,3303,5073,0.2252,0.5099,0.9451,20,228,869.42,11.15,3532,4913,0.2546,0.4827,0.8634,20,250,1671.147,13.037
uniform_1.dat,3314,3314,0.2332,0.2332,0.9606,39,190,418.42,7.0,2813,4631,0.1559,0.4529,0.9714,15,184,390.65,7.545,4527,4527,0.3626,0.3626,0.858,20,295,2073.676,13.895,4567,4567,0.3829,0.3829,0.8732,19,312,2725.753,16.157,3237,4872,0.2155,0.5024,0.9242,15,225,908.571,11.916,3642,5009,0.2506,0.4753,0.8799,15,254,1748.086,13.447
uniform_5.dat,2877,2877,0.2085,0.2085,0.9838,37,170,314.035,6.286,2679,4570,0.1231,0.4048,0.9822,11,165,301.528,4.808,4158,4158,0.3377,0.3377,0.869,20,274,1854.848,13.377,4159,4159,0.3552,0.3552,0.8614,15,287,2296.788,14.813,3045,4550,0.1828,0.4669,0.9475,15,202,860.171,9.153,3593,4649,0.241,0.4457,0.8798,17,245,1651.911,12.565
uniform_24.dat,3368,3368,0.2368,0.2368,0.9757,39,202,394.893,7.902,2513,4664,0.1413,0.4678,0.9714,8,180,399.685,7.939,4230,4230,0.3418,0.3418,0.8394,21,281,1897.937,13.502,4208,4208,0.363,0.363,0.8138,15,297,2538.888,15.802,3251,4826,0.2024,0.4761,0.9024,13,228,938.098,11.844,3642,4871,0.2585,0.4514,0.8641,16,263,1750.435,13.963
uniform_30.dat,3007,3019,0.2431,0.2463,0.981,34,181,288.217,6.178,2851,4104,0.1861,0.4628,0.979,13,191,356.307,8.382,4321,4321,0.3792,0.3792,0.8841,16,290,2069.794,13.798,4252,4252,0.3896,0.3896,0.8298,12,296,2556.11,15.251,2986,4065,0.219,0.462,0.9289,14,212,713.065,11.622,3488,4371,0.2595,0.4649,0.8715,15,241,1684.687,12.613
uniform_18.dat,2867,2867,0.2063,0.2063,0.9831,34,165,300.876,5.485,2385,4435,0.1232,0.4456,0.9719,9,164,343.854,7.503,4340,4340,0.3567,0.3567,0.8784,18,290,2046.014,14.877,4373,4373,0.384,0.384,0.8687,10,313,2745.915,16.963,3088,4549,0.2186,0.5012,0.9303,8,229,850.325,12.69,3594,5003,0.275,0.4978,0.9105,9,272,1764.401,14.848
uniform_19.dat,3297,3297,0.235,0.235,0.9674,60,195,412.827,6.795,2875,4675,0.1598,0.4824,0.9809,15,197,351.842,7.343,4655,4655,0.3859,0.3859,0.8933,21,308,2323.076,13.235,4670,4670,0.4057,0.4057,0.8714,18,324,2970.936,14.95,3577,4820,0.243,0.4984,0.9026,18,252,1059.289,12.287,3894,4864,0.2764,0.4804,0.8623,17,272,1886.38,12.822
uniform_31.dat,3151,3151,0.2345,0.2345,0.9721,39,185,353.35,6.891,2586,4943,0.1433,0.5176,0.9598,15,173,407.07,7.085,4422,4422,0.3724,0.3724,0.8555,21,297,2105.196,14.016,4497,4497,0.4024,0.4024,0.8649,18,325,2904.108,17.639,3543,5315,0.2504,0.5737,0.9414,15,253,1140.913,12.099,3928,4946,0.3032,0.4944,0.8693,18,284,2020.561,14.716
uniform_25.dat,3601,3601,0.2409,0.2409,0.9714,43,198,392.399,5.838,3088,4402,0.1911,0.4625,0.978,16,199,395.969,8.37,4811,4811,0.3805,0.3805,0.8964,26,304,2218.978,12.824,4763,4763,0.3919,0.3919,0.8531,23,312,2681.373,14.151,3439,4492,0.2247,0.4391,0.9163,16,227,844.89,11.022,3904,4969,0.2729,0.4569,0.8756,17,265,1645.545,12.894
uniform_4.dat,3206,3206,0.2294,0.2294,0.9646,65,185,409.88,6.475,3122,4857,0.1842,0.5175,0.9441,15,211,482.257,9.754,4786,4786,0.3839,0.3839,0.9036,26,311,2256.338,13.857,4716,4716,0.3942,0.3942,0.8598,21,322,2860.934,15.348,3917,5062,0.2517,0.5005,0.9352,20,259,1126.586,11.807,4089,5120,0.2827,0.4976,0.8879,19,281,1910.516,13.571
uniform_6.dat,3166,3166,0.2227,0.2227,0.9685,34,192,411.588,7.92,2875,4876,0.1589,0.471,0.9778,13,194,370.375,7.398,4565,4565,0.366,0.366,0.9256,16,304,2148.644,14.214,4435,4435,0.3808,0.3808,0.8387,13,312,2685.365,16.329,3387,5255,0.2118,0.5391,0.9379,10,234,1003.067,10.784,3776,5058,0.2725,0.5023,0.8531,12,271,1951.281,14.352
uniform_33.dat,3223,3223,0.2268,0.2268,0.9673,37,187,388.935,6.537,3080,4450,0.1959,0.4632,0.9485,10,215,486.301,10.763,4212,4212,0.3425,0.3425,0.8837,23,284,2005.774,13.529,4176,4176,0.3558,0.3558,0.8483,18,295,2463.474,15.143,3372,4936,0.2027,0.4914,0.9215,12,231,999.763,11.225,3730,5017,0.262,0.4928,0.9024,12,265,1812.87,13.008
uniform_27.dat,3308,3308,0.2575,0.2575,0.98,49,201,387.132,7.732,2533,4488,0.1667,0.5034,0.9812,22,183,368.642,8.448,4296,4296,0.3757,0.3757,0.8669,14,290,2014.083,13.747,4243,4243,0.3826,0.3826,0.8341,13,301,2517.129,15.562,3043,4756,0.2015,0.501,0.9407,12,215,805.927,11.127,3555,4979,0.2607,0.5069,0.8734,13,257,1736.903,12.948
uniform_26.dat,3117,3117,0.2297,0.2297,0.9718,55,181,375.358,6.004,2947,5158,0.1775,0.5259,0.9733,17,200,411.447,7.417,4560,4560,0.3908,0.3908,0.8639,21,310,2239.266,14.695,4539,4539,0.4115,0.4115,0.8423,19,326,2903.034,16.589,3316,5483,0.2215,0.5703,0.925,16,231,913.967,10.013,3961,5308,0.3093,0.5169,0.8799,19,291,2051.441,14.633
uniform_32.dat,3231,3231,0.2132,0.2132,0.9625,42,186,406.853,6.563,2761,4085,0.15,0.3942,0.9714,20,187,362.705,8.094,4293,4293,0.3489,0.3489,0.8639,30,290,2011.963,13.907,4300,4300,0.3735,0.3735,0.8607,27,311,2624.228,17.057,3057,4482,0.1776,0.4393,0.9521,20,212,746.758,9.548,3514,4442,0.2473,0.439,0.8872,23,252,1716.348,13.741
uniform_7.dat,3272,3272,0.2322,0.2322,0.9577,41,179,423.962,5.478,2747,4167,0.1458,0.4162,0.9731,19,173,368.222,6.696,4424,4424,0.3801,0.3801,0.9017,27,285,2064.532,12.246,4362,4362,0.4029,0.4029,0.8352,23,305,2625.341,15.48,3176,4759,0.2043,0.4809,0.9086,20,211,801.898,9.713,3682,5233,0.2771,0.5479,0.886,20,256,1711.463,12.753
