file_name,x,y,c,n,price_price,price_weight,price_space,price_selected,price_time,price_price_ls,price_weight_ls,price_space_ls,price_selected_ls,price_time_ls,weight_price,weight_weight,weight_space,weight_selected,weight_time,weight_price_ls,weight_weight_ls,weight_space_ls,weight_selected_ls,weight_time_ls,side_linear_price,side_linear_weight,side_linear_space,side_linear_selected,side_linear_time,side_linear_price_ls,side_linear_weight_ls,side_linear_space_ls,side_linear_selected_ls,side_linear_time_ls,side_quad_price,side_quad_weight,side_quad_space,side_quad_selected,side_quad_time,side_quad_price_ls,side_quad_weight_ls,side_quad_space_ls,side_quad_selected_ls,side_quad_time_ls,combined_linear_price,combined_linear_weight,combined_linear_space,combined_linear_selected,combined_linear_time,combined_linear_price_ls,combined_linear_weight_ls,combined_linear_space_ls,combined_linear_selected_ls,combined_linear_time_ls,combined_quad_price,combined_quad_weight,combined_quad_space,combined_quad_selected,combined_quad_time,combined_quad_price_ls,combined_quad_weight_ls,combined_quad_space_ls,combined_quad_selected_ls,combined_quad_time_ls
side_sm_2.dat,10000,100,100,1000,1377,1006,9785,20,168.216,1377,1006,9785,82,170.843,1546,848,9724,10,297.853,1936,1693,9724,101,314.006,2737,2216,8251,14,6310.827,2737,2216,8251,181,6534.414,2706,2308,8030,12,9147.339,2706,2308,8030,189,9169.331,1982,1296,9249,11,526.497,2335,2101,9249,136,535.823,2385,1689,8516,13,1464.354,2984,2777,8516,167,1476.193
uniform_36.dat,10000,100,100,1000,3477,2963,9760,39,789.72,3477,2963,9760,206,808.084,2687,1817,9812,13,835.744,4698,5066,9812,176,854.119,4391,3923,8682,19,4631.766,4391,3923,8682,290,4660.915,4443,4082,8724,19,4933.936,4443,4082,8724,307,4972.241,3517,2780,9372,17,1717.999,4987,5385,9372,248,1741.391,3914,3225,8897,17,4961.362,4906,4914,8897,275,4986.034
uniform_22.dat,10000,100,100,1000,3622,2776,9720,46,946.265,3622,2776,9720,214,965.12,2909,1905,9722,7,890.153,5307,5724,9722,211,907.592,4632,4039,8479,17,4669.618,4632,4039,8479,316,4699.444,4607,4200,8183,11,4464.734,4607,4200,8183,331,4493.14,3484,2301,9279,9,1637.645,5069,5205,9279,243,1654.953,3783,2799,8840,6,3301.978,5208,5135,8840,273,3324.308
uniform_23.dat,10000,100,100,1000,3251,2204,9669,59,626.055,3251,2204,9669,182,638.34,2629,1403,9713,21,542.265,4018,4414,9713,168,552.243,4434,3572,8802,22,3250.74,4434,3572,8802,291,3276.823,4435,3741,8648,20,4084.366,4435,3741,8648,304,4115.224,3251,1940,9405,14,2281.137,4714,4997,9405,217,2303.29,3651,2595,8709,13,4529.322,4816,4978,8709,261,4551.936
uniform_37.dat,10000,100,100,1000,3290,2291,9689,35,540.211,3290,2291,9689,191,552.828,2997,1741,9738,15,913.89,5200,5637,9738,202,935.07,4487,3748,8859,17,4570.706,4487,3748,8859,299,4598.051,4445,3862,8538,16,9468.013,4445,3862,8538,310,9498.191,3472,2236,9149,17,1814.805,5206,5584,9149,237,1833.896,3733,2746,8710,15,3586.085,5116,5411,8710,268,3610.984
side_sm_3.dat,10000,100,100,1000,1863,1439,9515,24,209.179,1863,1439,9515,106,213.374,1694,1091,9711,9,158.38,2082,1911,9711,112,164.401,2869,2413,8109,16,1525.867,2869,2413,8109,186,1539.481,2936,2492,8651,15,1510.103,2936,2492,8651,197,1530.34,2171,1499,8983,12,532.518,3095,3190,8983,152,547.258,2477,1899,8755,12,1643.045,3213,3262,8755,177,1683.147
weight_sm_0.dat,10000,100,100,1000,3258,4823,9700,31,861.561,3261,4840,9700,195,873.818,2788,3235,9720,8,656.094,5139,9997,9720,200,671.486,4440,7658,8707,15,4022.669,4440,7658,8707,311,4049.826,4469,8027,8699,14,4271.266,4469,8027,8699,323,4300.79,3325,4574,9328,10,1189.847,5102,10000,9328,244,1209.567,3499,5405,9117,10,2493.288,5565,9998,9117,270,2520.505
weight_lg_35.dat,10000,100,100,1000,7681,10000,9633,276,1633.688,7681,10000,9633,413,1641.674,6581,7787,9697,29,4028.712,7554,10000,9697,450,4084.658,6702,10000,4953,401,1883.19,6702,10000,4953,401,1883.21,5953,10000,3351,402,1363.483,5953,10000,3351,402,1363.501,6999,8907,9183,30,5648.171,7579,9999,9183,483,5680.224,7310,9994,8539,28,2378.056,7319,10000,8539,505,2394.073
weight_lg_21.dat,10000,100,100,1000,7502,10000,9427,276,1235.767,7502,10000,9427,391,1240.494,7201,9307,9615,31,3548.046,7498,10000,9615,490,3579.224,6659,10000,4541,394,986.87,6659,10000,4541,394,986.889,5909,10000,3001,394,1048.041,5909,10000,3001,394,1048.058,7493,10000,8979,30,3095.845,7493,10000,8979,508,3123.355,7102,10000,7087,489,1469.026,7102,10000,7087,489,1469.102
uniform_2.dat,10000,100,100,1000,2999,2147,9687,58,492.213,2999,2147,9687,174,501.564,2878,1682,9690,18,559.064,4247,4431,9690,191,572.185,4323,3689,8705,21,6138.949,4323,3689,8705,291,6171.583,4314,3918,8499,21,4780.783,4314,3918,8499,311,4819.222,3079,1800,9531,16,1442.9,4571,4551,9531,205,1457.381,3741,2624,9047,17,2497.218,4525,4534,9047,259,2517.443
side_lg_0.dat,10000,100,100,1000,1864,539,9809,19,144.6,1864,539,9809,109,147.912,1676,429,9689,10,149.672,1950,652,9689,118,154.383,2943,1008,8913,12,1287.331,2943,1008,8913,206,1305.164,2866,1017,8218,8,2072.101,2866,1017,8218,209,2090.025,2412,706,9155,11,660.569,2698,955,9155,175,673.977,2649,854,8579,8,1517.254,2764,983,8579,196,1536.172
weight_lg_3.dat,10000,100,100,1000,7685,10000,9431,276,1930.746,7685,10000,9431,416,1940.659,6575,7932,9552,30,3404.742,7342,9999,9552,462,3436.247,6865,10000,5267,412,1134.4,6865,10000,5267,412,1134.419,6078,10000,3517,412,2249.724,6078,10000,3517,412,2249.744,7449,9958,9309,34,9115.275,7482,10000,9309,523,9159.735,7398,9992,8230,55,2235.003,7407,9998,8230,511,2251.911
side_sm_49.dat,10000,100,100,1000,1819,1384,9840,22,129.25,1819,1384,9840,114,135.175,1687,1117,9741,9,182.461,2326,2327,9741,120,187.78,2698,2388,8736,15,1097.391,2698,2388,8736,185,1110.88,2677,2529,8331,12,1398.557,2677,2529,8331,196,1412.338,2185,1628,9046,13,573.44,2918,3126,9046,162,584.575,2385,1854,8897,15,924.745,3025,3069,8897,178,936.937
weight_sm_23.dat,10000,100,100,1000,3250,4679,9607,41,668.386,3250,4679,9607,191,681.993,2735,2866,9856,17,557.616,4582,8368,9856,178,566.965,4685,7731,8810,22,4743.862,4685,7731,8810,306,4772.053,4633,7892,8397,21,8569.317,4633,7892,8397,314,8606.115,3357,4258,9355,19,2016.982,5349,9997,9355,225,2035.561,3688,5281,8624,18,3148.778,5543,9999,8624,258,3180.764
weight_sm_37.dat,10000,100,100,1000,3766,5995,9684,31,704.313,3766,5995,9684,233,720.012,3040,4042,9822,12,553.686,4783,9856,9822,210,569.605,4522,7823,8824,16,3395.763,4522,7823,8824,306,3417.992,4507,8143,8602,15,10859.363,4507,8143,8602,317,10896.345,3265,4849,9160,11,1739.318,4930,10000,9160,237,1766.307,3601,5424,8632,13,2487.952,4939,9853,8632,257,2509.874
weight_sm_21.dat,10000,100,100,1000,3292,4781,9829,60,567.013,3292,4781,9829,195,578.293,2907,3557,9883,15,678.797,4601,8388,9883,195,688.381,4590,7419,8649,21,3832.097,4590,7419,8649,300,3859.469,4557,7931,8455,20,4981.086,4557,7931,8455,318,5011.075,3502,4920,9164,17,1264.054,4974,10000,9164,246,1283.985,3782,5292,8479,18,2446.186,5190,10000,8479,267,2468.362
weight_sm_35.dat,10000,100,100,1000,3254,4871,9888,34,408.361,3254,4871,9888,198,421.403,3043,3632,9644,10,609.303,4808,9996,9644,208,627.702,4752,7779,9051,18,4669.323,4752,7779,9051,324,4745.692,4711,7978,8756,17,6403.488,4711,7978,8756,329,6453.434,3594,4818,9523,13,2328.232,5122,9998,9523,252,2396.131,3765,5747,8851,14,6917.893,5176,10000,8851,279,6946.304
weight_lg_1.dat,10000,100,100,1000,7550,10000,9314,286,1277.529,7550,10000,9314,391,1285.685,7305,8859,9727,25,7973.096,7764,10000,9727,477,8000.976,6682,10000,4424,394,1072.158,6682,10000,4424,394,1072.175,6114,10000,3248,400,1177.153,6114,10000,3248,400,1177.169,7581,9989,9143,23,5285.194,7584,10000,9143,519,5318.925,7294,10000,7519,502,1862.506,7294,10000,7519,502,1862.527
side_lg_2.dat,10000,100,100,1000,1893,538,9780,19,131.719,1893,538,9780,108,135.389,1859,426,9601,10,206.259,2146,750,9601,119,214.728,3005,933,8678,11,1255.203,3005,933,8678,191,1267.194,3016,1002,8697,11,2430.774,3016,1002,8697,202,2446.017,2398,572,8718,9,1257.332,2985,1082,8718,156,1269.804,2551,694,8400,9,1118.59,3048,1088,8400,174,1133.005
uniform_0.dat,10000,100,100,1000,3254,2597,9764,57,1120.047,3254,2597,9764,192,1130.491,2841,1624,9708,9,1127.309,4957,5116,9708,189,1142.091,4707,3799,8464,19,7087.078,4707,3799,8464,302,7243.592,4688,3901,8038,16,5689.342,4688,3901,8038,311,5719.003,3431,2192,9282,11,1531.084,5203,5264,9282,233,1549.819,3996,2814,8516,12,4992.311,5341,5201,8516,275,5079.717
weight_lg_37.dat,10000,100,100,1000,7734,10000,9321,297,1904.691,7734,10000,9321,401,1911.668,7637,9992,9633,31,3540.127,7641,10000,9633,507,3577.214,6464,10000,3787,380,2124.942,6464,10000,3787,380,2124.972,5835,10000,2650,380,2466.079,5835,10000,2650,380,2466.105,7843,9995,9250,34,4120.721,7844,9998,9250,508,4147.505,7398,10000,7613,490,1780.882,7398,10000,7613,490,1780.91
weight_lg_23.dat,10000,100,100,1000,7482,10000,9192,310,1436.699,7482,10000,9192,397,1440.953,7279,9410,9674,26,4028.137,7573,10000,9674,500,4060.33,6741,10000,4834,407,1487.993,6741,10000,4834,407,1488.013,5976,10000,3118,403,1764.918,5976,10000,3118,403,1764.938,7647,9993,8956,23,3532.471,7649,9999,8956,513,3568.02,7167,10000,7040,493,2334.156,7167,10000,7040,493,2334.189
side_lg_49.dat,10000,100,100,1000,1544,508,9855,17,214.08,1544,508,9855,100,221.925,1666,473,9642,9,478.826,2114,821,9642,120,497.44,2754,991,8203,13,2585.633,2754,991,8203,196,2602.086,2752,1033,8107,11,2556.929,2752,1033,8107,202,2574.506,2258,660,9450,10,735.443,2706,1011,9450,161,742.221,2483,801,8011,10,1470.819,2748,1039,8011,180,1487.882
weight_sm_2.dat,10000,100,100,1000,3239,5060,9483,58,705.486,3239,5060,9483,199,722.679,2575,2899,9478,14,1184.678,4095,8711,9478,174,1200.117,4228,7434,8353,24,4920.797,4228,7434,8353,291,4960.174,4261,7750,8370,22,4764.211,4261,7750,8370,304,4791.34,2929,3792,9229,15,1173.951,4598,9075,9229,212,1192.239,3357,4574,8871,16,3517.707,4929,9901,8871,240,3593.652
side_sm_1.dat,10000,100,100,1000,1715,1354,9776,17,243.504,1715,1354,9776,110,249.787,1825,1199,9674,8,282.575,2202,2026,9674,126,290.26,2910,2364,8672,10,2792.34,2910,2364,8672,192,2823.51,2853,2489,7822,9,5512.573,2853,2489,7822,197,5608.741,2234,1548,8581,9,1401.694,2513,2378,8581,155,1434.371,2505,1838,7836,8,4080.661,2821,2581,7836,175,4110.627
uniform_21.dat,10000,100,100,1000,3044,2143,9758,46,861.778,3044,2143,9758,174,875.072,2613,1405,9862,22,570.584,4455,4256,9862,168,584.824,4463,3509,8872,28,5686.536,4463,3509,8872,293,5718.988,4373,3646,8404,27,5505.145,4373,3646,8404,301,5541.952,3361,2105,9214,25,2203.371,4709,4877,9214,225,2238.05,3872,2783,8805,26,3559.094,4907,4598,8805,271,3593.659
uniform_35.dat,10000,100,100,1000,2991,2128,9621,36,786.33,2991,2128,9621,161,799.199,2743,1463,9547,10,766.654,4650,5136,9547,173,793.793,4533,3801,9002,17,4647.762,4533,3801,9002,300,4678.909,4471,4048,8703,13,4957.672,4498,4022,8703,318,4998.349,2952,1843,9120,9,1585.102,4762,5305,9120,198,1609.062,3854,2889,9137,9,3799.143,5331,5673,9137,273,3825.263
uniform_34.dat,10000,100,100,1000,3338,2607,9838,44,650.194,3338,2607,9838,193,667.403,3006,1971,9606,15,869.99,5112,5480,9606,202,883.43,4695,4040,8744,24,4447.0,4695,4040,8744,311,4479.496,4595,4115,8277,24,4575.715,4595,4115,8277,315,4602.281,3612,2629,9372,19,1553.212,5689,5984,9372,245,1572.342,4079,3353,8855,19,2984.973,5394,5285,8855,296,3014.211
uniform_20.dat,10000,100,100,1000,3188,2303,9728,40,584.888,3188,2303,9728,182,597.617,2536,1401,9737,17,471.582,4487,4402,9737,167,482.964,4360,3661,8716,23,3201.66,4360,3661,8716,289,3228.864,4321,3887,8480,21,3848.025,4321,3887,8480,304,3875.141,3303,2252,9451,20,1259.885,5073,5099,9451,228,1279.184,3532,2546,8634,20,2630.89,4913,4827,8634,250,2651.716
side_sm_0.dat,10000,100,100,1000,1728,1437,9729,15,187.821,1728,1437,9729,111,193.838,1725,1178,9660,5,194.378,2255,2308,9660,123,203.632,2565,2436,9003,6,1203.935,2565,2436,9003,190,1220.165,2513,2455,8451,4,2778.299,2513,2455,8451,194,2801.754,1946,1534,8912,4,602.575,2402,2465,8912,148,613.252,2160,1905,8406,3,3799.132,2561,2597,8406,171,3834.812
weight_sm_3.dat,10000,100,100,1000,2639,3480,9706,36,626.048,2639,3480,9706,148,643.442,2502,2640,9749,15,1166.431,4700,9754,9749,168,1191.735,4331,6849,8825,19,5686.819,4331,6849,8825,285,5709.02,4258,7070,8525,19,5424.448,4258,7070,8525,295,5458.82,3197,3760,9394,16,1256.442,5031,10000,9394,217,1273.977,3400,4457,8384,16,2515.419,4975,9861,8384,237,2560.112
side_lg_48.dat,10000,100,100,1000,1770,547,9823,16,144.254,1770,547,9823,107,148.21,1623,382,9813,6,130.303,1990,728,9813,103,133.825,2741,943,8171,7,1327.241,2741,943,8171,180,1340.119,2695,956,7780,6,1972.209,2695,956,7780,182,2005.114,2225,649,8666,3,764.38,2697,1079,8666,151,776.64,2478,753,8633,3,2278.99,2892,1116,8633,168,2292.937
weight_lg_22.dat,10000,100,100,1000,7332,10000,9574,257,3097.747,7332,10000,9574,416,3128.193,6892,8263,9695,30,5454.236,7514,9998,9695,472,5488.778,6687,10000,5267,414,1550.698,6687,10000,5267,414,1550.718,5965,10000,3649,412,1900.091,5965,10000,3649,412,1900.109,7417,9974,9354,30,5147.982,7426,9999,9354,523,5182.027,7320,10000,8584,519,1759.927,7320,10000,8584,519,1759.948
weight_lg_36.dat,10000,100,100,1000,7619,10000,9071,300,1217.257,7619,10000,9071,392,1223.407,7276,9318,9586,28,3204.528,7614,9999,9586,490,3237.432,6655,10000,4008,394,1166.221,6655,10000,4008,394,1166.241,6062,10000,2912,396,2460.885,6062,10000,2912,396,2460.914,7866,9999,9201,28,4510.331,7866,9999,9201,507,4532.393,7427,9999,7330,491,2419.06,7427,9999,7330,491,2419.081
uniform_1.dat,10000,100,100,1000,3314,2332,9606,39,567.007,3314,2332,9606,190,577.992,2813,1559,9714,15,529.47,4631,4529,9714,184,541.306,4527,3626,8580,20,2997.963,4527,3626,8580,295,3021.166,4567,3829,8732,19,3723.912,4567,3829,8732,312,3750.855,3237,2155,9242,15,1362.422,4872,5024,9242,225,1384.901,3642,2506,8799,15,2510.915,5009,4753,8799,254,2535.637
side_lg_3.dat,10000,100,100,1000,1964,666,9747,23,176.352,1964,666,9747,126,181.681,1622,516,9833,13,166.281,1848,699,9833,120,173.917,2826,1023,8542,16,1146.613,2826,1023,8542,196,1159.443,2846,1061,8415,13,1379.295,2846,1061,8415,200,1393.471,2164,698,8585,12,703.179,2566,975,8585,158,716.003,2507,868,8491,13,1106.303,2823,1079,8491,187,1122.417
weight_lg_0.dat,10000,100,100,1000,7466,10000,9554,292,1861.773,7466,10000,9554,404,1868.556,6316,7286,9589,29,2916.292,7382,10000,9589,441,2945.648,6784,10000,5616,405,1769.028,6784,10000,5616,405,1769.047,6082,10000,3954,405,1850.487,6082,10000,3954,405,1850.505,7140,9228,9195,28,6225.52,7560,10000,9195,501,6255.45,7253,9991,8733,29,2784.441,7260,10000,8733,517,2803.85
weight_sm_34.dat,10000,100,100,1000,3086,4744,9802,32,599.567,3086,4744,9802,188,611.171,2808,3388,9485,5,662.955,5151,10000,9485,196,675.724,4410,7589,8727,17,3088.962,4410,7589,8727,302,3111.597,4438,7973,8791,14,4475.931,4438,7973,8791,324,4502.799,3307,4452,9390,6,1411.192,5002,9996,9390,236,1430.299,3739,5658,8807,8,2552.084,5110,9996,8807,274,2576.617
weight_sm_20.dat,10000,100,100,1000,2810,3936,9803,32,358.799,2810,3936,9803,164,368.057,2581,2887,9843,13,375.888,4120,8217,9843,180,390.433,4563,8088,8758,14,3295.829,4567,8157,8758,310,3319.395,4540,8368,8640,13,4908.668,4540,8368,8640,323,4938.121,3090,4353,9252,11,1119.685,4929,10000,9252,224,1138.559,3720,5480,8837,13,2356.291,4966,9999,8837,261,2380.038
weight_sm_18.dat,10000,100,100,1000,2911,4339,9839,38,415.985,2911,4339,9839,172,428.567,2634,2947,9764,14,569.974,4533,9137,9764,181,583.562,4303,6806,8277,21,2834.847,4303,6806,8277,275,2855.509,4329,7481,8234,17,3726.03,4329,7481,8234,300,3750.968,3121,3507,9091,14,1120.662,4894,9358,9091,210,1137.374,3584,4786,8946,15,1952.091,5012,9942,8946,245,1970.95
weight_sm_24.dat,10000,100,100,1000,3197,4901,9715,48,568.881,3197,4901,9715,192,584.109,2715,3114,9511,9,604.538,4499,9376,9511,183,618.804,4511,7505,8783,17,3299.068,4511,7505,8783,292,3319.235,4411,7709,8029,14,3481.383,4411,7709,8029,298,3507.018,3216,4025,8889,13,1221.701,5076,9999,8889,216,1237.682,3816,5400,8713,11,2435.775,5197,9996,8713,259,2456.368
weight_sm_30.dat,10000,100,100,1000,3216,4550,9745,35,507.271,3216,4550,9745,183,517.887,2316,2374,9654,12,614.383,4690,9679,9654,158,627.289,4522,7063,8789,18,3102.259,4522,7063,8789,299,3124.763,4504,7280,8519,17,3696.315,4504,7280,8519,316,3724.564,3082,3687,9628,14,937.327,4940,9298,9628,216,951.265,3672,5003,8610,15,2388.365,5272,10000,8610,260,2409.517
side_lg_7.dat,10000,100,100,1000,1661,489,9758,19,141.674,1661,489,9758,105,145.459,1657,413,9676,16,172.027,1895,602,9676,111,178.305,2708,846,8279,12,1225.511,2708,846,8279,183,1239.013,2627,871,7627,10,1610.827,2627,871,7627,187,1628.819,2259,643,8595,10,750.795,2638,943,8595,160,763.37,2464,707,7901,10,3710.45,2742,964,7901,175,3751.805
weight_lg_4.dat,10000,100,100,1000,7814,10000,9486,272,4338.13,7814,10000,9486,400,4343.276,7393,9134,9707,25,5921.997,7885,10000,9707,501,5950.3,6967,10000,4814,405,2279.124,6967,10000,4814,405,2279.143,6201,10000,3211,403,2141.813,6201,10000,3211,403,2141.83,7901,9992,9454,27,5233.49,7904,10000,9454,525,5359.267,7693,9999,8372,513,2288.114,7693,9999,8372,513,2288.135
uniform_5.dat,10000,100,100,1000,2877,2085,9838,37,356.239,2877,2085,9838,170,365.434,2679,1231,9822,11,343.149,4570,4048,9822,165,350.076,4158,3377,8690,20,2199.737,4158,3377,8690,274,2218.242,4159,3552,8614,15,3197.924,4159,3552,8614,287,3219.642,3045,1828,9475,15,1540.943,4550,4669,9475,202,1554.656,3593,2410,8798,17,2000.999,4649,4457,8798,245,2018.946
weight_lg_32.dat,10000,100,100,1000,7708,10000,9473,278,1740.013,7708,10000,9473,413,1748.304,7112,8646,9642,43,3339.059,7736,10000,9642,489,3367.366,7092,10000,5327,420,1265.815,7092,10000,5327,420,1265.833,6161,10000,3439,412,1028.983,6161,10000,3439,412,1028.999,7490,9563,9142,43,5418.783,7742,9999,9142,512,5454.323,7654,9998,8241,516,2586.463,7654,9998,8241,516,2586.485
weight_lg_26.dat,10000,100,100,1000,7483,9999,9519,262,3530.932,7483,9999,9519,404,3540.545,6854,7411,9732,32,3069.133,7941,10000,9732,445,3090.907,6913,10000,5611,406,1015.125,6913,10000,5611,406,1015.143,6049,10000,3714,398,980.241,6049,10000,3714,398,980.273,7093,8942,9337,30,4274.355,7691,10000,9337,485,4302.436,7382,9985,8599,30,2611.438,7405,10000,8599,503,2627.365
side_sm_4.dat,10000,100,100,1000,1924,1368,9746,23,116.923,1924,1368,9746,107,119.917,1411,723,9520,5,150.85,2295,2063,9520,97,155.423,2919,2340,8689,14,937.671,2919,2340,8689,189,947.601,2765,2324,7612,13,1553.81,2765,2324,7612,189,1568.332,2071,1268,8694,8,464.04,2681,2472,8694,137,472.884,2502,1779,8019,12,1059.861,3144,2868,8019,173,1072.668
weight_sm_7.dat,10000,100,100,1000,3436,5331,9685,39,484.611,3436,5331,9685,209,497.301,2728,3304,9664,13,453.684,4845,9989,9664,179,464.846,4549,7367,8822,20,2468.573,4549,7367,8822,289,2486.923,4527,7909,8539,17,3174.901,4527,7909,8539,311,3197.706,3159,4251,9429,16,925.982,5173,9999,9429,219,941.4,3682,5166,9255,18,1845.233,5440,9994,9255,260,1863.996
uniform_24.dat,10000,100,100,1000,3368,2368,9757,39,458.947,3368,2368,9757,202,470.162,2513,1413,9714,8,471.346,4664,4678,9714,180,482.879,4230,3418,8394,21,2352.116,4230,3418,8394,281,2371.178,4208,3630,8138,15,2994.757,4208,3630,8138,297,3017.342,3251,2024,9024,13,1113.637,4826,4761,9024,228,1129.675,3642,2585,8641,16,1999.877,4871,4514,8641,263,2019.389
uniform_30.dat,10000,100,100,1000,3007,2431,9810,34,329.008,3019,2463,9810,181,338.154,2851,1861,9790,13,414.779,4104,4628,9790,191,426.652,4321,3792,8841,16,2478.746,4321,3792,8841,290,2498.252,4252,3896,8298,12,2936.736,4252,3896,8298,296,2958.011,2986,2190,9289,14,844.996,4065,4620,9289,212,861.333,3488,2595,8715,15,1987.157,4371,4649,8715,241,2004.991
uniform_18.dat,10000,100,100,1000,2867,2063,9831,34,346.415,2867,2063,9831,165,354.233,2385,1232,9719,9,957.862,4435,4456,9719,164,969.108,4340,3567,8784,18,3292.478,4340,3567,8784,290,3313.837,4373,3840,8687,10,3266.288,4373,3840,8687,313,3290.072,3088,2186,9303,8,1756.412,4549,5012,9303,229,1792.256,3594,2750,9105,9,2082.094,5003,4978,9105,272,2103.424
uniform_19.dat,10000,100,100,1000,3297,2350,9674,60,473.043,3297,2350,9674,195,482.867,2875,1598,9809,15,411.502,4675,4824,9809,197,422.072,4655,3859,8933,21,2744.622,4655,3859,8933,308,2763.395,4670,4057,8714,18,5019.584,4670,4057,8714,324,5044.369,3577,2430,9026,18,1439.6,4820,4984,9026,252,1457.602,3894,2764,8623,17,2717.621,4864,4804,8623,272,2736.785
uniform_31.dat,10000,100,100,1000,3151,2345,9721,39,461.542,3151,2345,9721,185,472.107,2586,1433,9598,15,565.886,4943,5176,9598,173,578.709,4422,3724,8555,21,3070.098,4422,3724,8555,297,3090.832,4497,4024,8649,18,4270.725,4497,4024,8649,325,4299.857,3543,2504,9414,15,1680.126,5315,5737,9414,253,1697.726,3928,3032,8693,18,2821.97,4946,4944,8693,284,2844.079
uniform_25.dat,10000,100,100,1000,3601,2409,9714,43,637.223,3601,2409,9714,198,650.463,3088,1911,9780,16,687.891,4402,4625,9780,199,703.686,4811,3805,8964,26,2966.539,4811,3805,8964,304,2985.178,4763,3919,8531,23,3171.343,4763,3919,8531,312,3191.422,3439,2247,9163,16,996.888,4492,4391,9163,227,1012.22,3904,2729,8756,17,2089.764,4969,4569,8756,265,2119.764
weight_sm_6.dat,10000,100,100,1000,3538,5457,9805,38,510.223,3538,5457,9805,220,522.768,2751,3872,9543,10,509.199,4364,9997,9543,204,525.639,4461,7849,8996,21,2748.595,4461,7849,8996,318,2776.177,4413,7979,8497,16,3459.003,4413,7979,8497,323,3483.724,3267,4706,9192,11,1089.648,4725,9984,9192,244,1108.67,3542,5287,8280,12,2031.32,4839,9967,8280,265,2052.56
side_sm_5.dat,10000,100,100,1000,2222,1539,9742,17,150.318,2222,1539,9742,130,155.274,1992,1189,9703,5,157.21,2422,2255,9703,134,162.499,2979,2553,7920,9,1370.981,2979,2553,7920,202,1385.43,3036,2609,8167,7,1513.087,3036,2609,8167,211,1527.115,2517,1702,8717,3,659.9,2938,2733,8717,170,674.386,2549,1728,8789,3,821.612,2917,2666,8789,172,830.484
weight_lg_27.dat,10000,100,100,1000,7489,10000,9270,277,1023.426,7489,10000,9270,393,1028.439,6800,8682,9474,31,2675.393,7272,9999,9474,475,2702.26,6549,10000,4331,392,884.321,6549,10000,4331,392,884.34,5861,10000,2924,393,928.234,5861,10000,2924,393,928.253,7350,9993,9230,34,2629.703,7351,9999,9230,514,2652.699,7060,10000,7458,496,1431.762,7060,10000,7458,496,1431.783
weight_lg_33.dat,10000,100,100,1000,7663,10000,9366,278,1828.491,7663,10000,9366,418,1836.887,7259,8803,9666,31,2879.874,7698,10000,9666,494,2905.783,6882,10000,5018,417,921.547,6882,10000,5018,417,921.565,6009,10000,3218,411,1003.568,6009,10000,3218,411,1003.587,7420,9990,9156,30,3592.987,7428,10000,9156,525,3623.142,7565,9999,8278,516,1405.944,7565,9999,8278,516,1405.962
uniform_4.dat,10000,100,100,1000,3206,2294,9646,65,465.915,3206,2294,9646,185,475.218,3122,1842,9441,15,562.935,4857,5175,9441,211,576.939,4786,3839,9036,26,2659.459,4786,3839,9036,311,2679.075,4716,3942,8598,21,3282.069,4716,3942,8598,322,3304.499,3917,2517,9352,20,1313.327,5062,5005,9352,259,1329.779,4089,2827,8879,19,2210.491,5120,4976,8879,281,2230.053
weight_lg_5.dat,10000,100,100,1000,7524,10000,9242,285,1099.147,7524,10000,9242,392,1104.379,6640,7396,9602,29,2646.307,7683,9999,9602,442,2670.105,6239,10000,3398,378,765.648,6239,10000,3398,378,765.664,5745,10000,2555,387,853.01,5745,10000,2555,387,853.025,7602,9994,9159,31,2513.65,7604,9999,9159,512,2535.637,7104,9999,6854,488,1207.103,7104,9999,6854,488,1207.122
side_lg_6.dat,10000,100,100,1000,1556,525,9742,18,133.404,1556,525,9742,101,152.15,1653,505,9584,7,649.224,2159,894,9584,120,659.02,2543,925,8337,10,1450.623,2543,925,8337,175,1464.806,2520,990,8092,9,1496.0,2520,990,8092,185,1509.49,1829,536,8788,8,472.239,2379,992,8788,134,480.573,2294,793,8751,10,836.194,2600,1063,8751,173,847.7
weight_sm_31.dat,10000,100,100,1000,3610,5492,9761,34,485.447,3610,5492,9761,222,498.585,2808,2949,9801,14,374.943,4377,8351,9801,189,384.092,4640,7413,8721,20,2873.73,4640,7413,8721,309,2894.249,4661,7739,8619,17,3429.891,4661,7739,8619,325,3456.873,3285,4021,9369,15,1038.115,5057,10000,9369,229,1053.604,3868,5395,8906,13,2127.693,5355,9998,8906,277,2146.973
weight_sm_25.dat,10000,100,100,1000,3272,4435,9833,34,352.079,3272,4435,9833,178,359.205,2510,3175,9859,10,336.088,4339,9097,9859,170,346.315,4631,7780,8791,15,2645.926,4631,7780,8791,303,2665.64,4670,7983,8762,14,3314.973,4670,7983,8762,318,3338.958,2917,3955,9166,10,946.043,4949,10000,9166,209,961.269,3667,5422,8918,11,1975.734,5017,10000,8918,264,1995.863
weight_sm_19.dat,10000,100,100,1000,3451,5480,9808,43,440.893,3451,5480,9808,209,453.12,3068,4071,9728,15,492.008,5041,9997,9728,212,506.703,4598,7890,8708,25,2861.541,4598,7890,8708,309,2885.545,4623,8219,8674,23,3422.42,4623,8219,8674,322,3446.599,3463,4924,9195,18,1147.815,4872,9995,9195,244,1166.953,3708,5570,8917,18,2093.403,4859,9988,8917,267,2115.012
